srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,label
175.45.176.3,47439.0,149.171.126.15,53.0,udp,INT,7e-06,114,0,254,0,0,0,dns,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424246606,1424246606,0.007,0.0,0.0,0.0,0.0,0,2,,,,17,17,17,18,17,17,17,Generic,1
59.166.0.4,26042.0,149.171.126.8,80.0,tcp,FIN,1.005638,1580,10168,31,29,3,5,http,11527.01074,76401.25,12,18,255,255,268918513,2419534057,132,565,1,3924,9529.713193,7674.447537,1424244924,1424244925,91.390271,59.124235,0.000647,0.000522,0.000125,0,0,1.0,,,1,2,1,4,1,1,2,Benign,0
175.45.176.0,47439.0,149.171.126.10,53.0,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260605,1424260605,0.004,0.0,0.0,0.0,0.0,0,2,,,,16,16,16,16,16,16,16,Generic,1
59.166.0.4,19315.0,149.171.126.6,5190.0,tcp,FIN,0.011131,2158,1918,31,29,6,5,-,1487018.25,1310214.75,24,20,255,255,43564719,44437513,90,96,0,0,47.922676,43.056589,1421968486,1421968486,0.483956,0.553105,0.000651,0.000518,0.000133,0,0,0.0,0.0,0.0,7,8,2,4,1,1,1,Benign,0
59.166.0.9,35947.0,149.171.126.4,53.0,udp,CON,0.001061,146,178,31,29,0,0,dns,550424.125,671065.0,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421929970,1421929970,0.01,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4,3,1,6,2,1,1,Benign,0
10.40.182.1,0.0,224.0.0.5,0.0,ospf,REQ,0.0,384,0,1,0,0,0,-,51.195515,0.0,6,0,0,0,0,0,64,0,0,0,1.825981,0.0,1421964860,1421964910,10000.869,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,4,4,2,2,4,2,Benign,0
59.166.0.9,4649.0,149.171.126.1,53.0,udp,CON,0.000975,146,178,31,29,0,0,dns,598974.375,730256.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424227650,1424227650,0.009,0.006,0.0,0.0,0.0,0,0,,,,2,2,2,3,1,1,2,Benign,0
59.166.0.7,47728.0,149.171.126.9,13455.0,tcp,FIN,0.107314,320,1882,31,29,1,2,ftp-data,19904.20703,122779.8828,6,8,255,255,2207187255,187174706,53,235,0,0,1505.129487,37.087559,1424257047,1424257047,21.4016,15.266286,0.000559,0.000447,0.000112,0,0,,,,6,3,1,4,2,1,3,Benign,0
59.166.0.0,58818.0,149.171.126.1,24044.0,tcp,FIN,0.01386,2766,26160,31,29,7,16,-,1560750.375,14771717.0,44,46,255,255,2235354721,2231456023,63,569,0,0,17.933017,17.500382,1424244237,1424244237,0.322429,0.301159,0.000755,0.000601,0.000154,0,0,,,,4,1,5,2,1,1,1,Benign,0
59.166.0.9,44970.0,149.171.126.9,63356.0,tcp,FIN,0.017002,2750,27344,31,29,7,16,-,1264792.375,12586755.0,44,46,255,255,2802126167,2802450616,63,594,0,0,22.819141,22.490249,1421950029,1421950029,0.385116,0.3638,0.000771,0.000621,0.00015,0,0,0.0,0.0,0.0,5,4,2,3,1,1,1,Benign,0
149.171.126.15,47439.0,175.45.176.3,53.0,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424245924,1424245924,0.008,0.0,0.0,0.0,0.0,0,0,,,,25,25,22,22,22,22,25,Benign,0
59.166.0.3,8538.0,149.171.126.0,80.0,tcp,FIN,1.734401,19410,1087890,31,29,2,370,http,89285.00781,5011215.0,364,746,255,255,1291917999,3442979531,53,1458,1,524288,255.475514,142.93152,1421963749,1421963751,4.776201,2.327279,0.000748,0.000568,0.00018,0,0,1.0,0.0,0.0,2,3,2,8,1,1,1,Benign,0
175.45.176.0,0.0,149.171.126.13,0.0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223269,1424223269,0.009,0.0,0.0,0.0,0.0,0,2,,,,5,5,2,2,2,2,6,Exploits,1
175.45.176.1,44895.0,149.171.126.15,1723.0,tcp,FIN,0.853869,2516,268,254,252,2,1,-,21221.05273,2098.682617,10,6,255,255,2957495511,3881393046,252,45,0,0,4667.944831,233.866281,1424261527,1424261528,89.835556,145.558203,0.263094,0.126071,0.137023,0,1,,,,4,2,2,1,1,1,2,Benign,0
59.166.0.5,54060.0,149.171.126.8,33334.0,tcp,FIN,0.017918,2750,26406,31,29,7,16,-,1200134.0,11533430.0,44,46,255,255,1385099729,3534991376,63,574,0,0,22.2743,22.181197,1421939275,1421939275,0.409116,0.384133,0.000796,0.00062,0.000176,0,0,0.0,0.0,0.0,10,3,1,2,1,1,1,Benign,0
59.166.0.9,45832.0,149.171.126.7,39616.0,udp,CON,0.001659,536,304,31,29,0,0,-,1938517.25,1099457.5,4,4,0,0,0,0,134,76,0,0,0.600333,0.268944,1424229872,1424229872,0.429,0.194667,0.0,0.0,0.0,0,0,,,,8,6,4,7,1,1,3,Benign,0
59.166.0.4,57805.0,149.171.126.5,6881.0,tcp,FIN,0.019149,1540,1644,31,29,4,4,-,603269.125,648806.75,16,18,255,255,2350803036,2360229563,96,91,0,0,76.668189,2.189012,1421962870,1421962870,1.2556,1.098882,0.000584,0.000463,0.000121,0,0,0.0,0.0,0.0,6,6,6,9,6,1,6,Benign,0
175.45.176.1,1043.0,149.171.126.14,53.0,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424251829,1424251829,0.003,0.0,0.0,0.0,0.0,0,2,,,,25,25,16,16,16,16,25,Generic,1
59.166.0.1,24698.0,149.171.126.4,5190.0,tcp,FIN,0.136224,2024,4312,31,29,6,6,-,113930.0,242717.875,24,24,255,255,1081529033,1081853127,84,180,0,0,450.963741,13.03649,1424254801,1424254801,5.908087,5.895696,0.000738,0.000614,0.000124,0,0,,,,2,2,2,3,1,1,1,Benign,0
59.166.0.0,12618.0,149.171.126.0,143.0,tcp,FIN,0.031498,7810,15844,31,29,30,32,-,1967363.0,3992380.5,122,126,255,255,3722554160,3723537418,64,126,0,0,16.952367,14.033997,1424245814,1424245814,0.283091,0.247592,0.000679,0.000545,0.000134,0,0,,,,4,3,1,2,1,1,1,Benign,0
59.166.0.4,35065.0,149.171.126.8,50845.0,tcp,FIN,0.056687,3926,56422,31,29,7,27,-,545733.5625,7842080.0,66,66,255,255,908634200,3054372473,59,855,0,0,56.718493,56.005583,1421950444,1421950445,0.866585,0.862308,0.000748,0.000636,0.000112,0,0,0.0,0.0,0.0,8,8,7,3,1,1,1,Benign,0
59.166.0.1,34943.0,149.171.126.1,49992.0,tcp,FIN,0.030133,320,1878,31,29,1,2,-,70885.74219,436465.0,6,8,255,255,2248290057,2256249922,53,235,0,0,411.761533,10.034177,1421945357,1421945357,5.961,4.232143,0.000681,0.000504,0.000177,0,0,0.0,0.0,0.0,6,6,7,9,3,3,7,Benign,0
59.166.0.6,29966.0,149.171.126.8,53.0,udp,CON,0.001078,146,178,31,29,0,0,dns,541744.0,660482.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421944488,1421944488,0.011,0.009,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4,2,2,4,2,1,1,Benign,0
175.45.176.2,42131.0,149.171.126.11,25.0,tcp,FIN,1.798937,5527,1860,62,252,9,8,smtp,23556.13477,7857.974121,24,20,255,255,3645758609,263982849,230,93,0,0,4407.568447,119.92243,1424230676,1424230678,78.214654,89.995,0.129699,0.064867,0.064832,0,1,,,,1,1,1,1,1,1,1,Exploits,1
59.166.0.5,48138.0,149.171.126.3,80.0,tcp,FIN,1.453678,1684,10168,31,29,3,5,http,8607.132812,52853.51953,14,18,255,255,2905115095,831729432,120,565,1,3924,9062.217483,7934.475797,1424257864,1424257865,111.794998,85.476412,0.00072,0.000578,0.000142,0,0,1.0,,,4,2,2,4,2,1,4,Benign,0
175.45.176.0,0.0,149.171.126.16,0.0,sctp,CON,0.139006,536,440,254,60,0,0,-,23135.69141,12661.32324,4,2,0,0,0,0,134,220,0,0,65.515328,0.0,1424260093,1424260094,46.335332,0.007,0.0,0.0,0.0,0,0,,,,1,1,1,18,1,1,1,Backdoor,1
175.45.176.1,5186.0,149.171.126.14,57887.0,tcp,FIN,0.793751,364,3754,62,252,1,3,ftp-data,3215.114014,34056.01953,8,10,255,255,3704040714,1568071133,46,375,0,0,7575.141651,6467.429926,1424226689,1424226690,113.393004,80.967778,0.123634,0.064402,0.059232,0,1,,,,1,1,2,2,1,1,2,Exploits,1
59.166.0.8,38631.0,149.171.126.4,143.0,tcp,FIN,1.135528,7584,14776,31,29,29,31,-,52979.76172,103247.125,118,122,255,255,4261750052,2132556824,64,121,0,0,606.623126,597.039126,1421954326,1421954327,9.702342,9.380421,0.00063,0.000493,0.000137,0,0,0.0,0.0,0.0,4,2,2,1,1,1,1,Benign,0
59.166.0.9,28268.0,149.171.126.9,55953.0,tcp,FIN,0.122286,5174,85164,31,29,7,39,-,334756.2188,5510950.0,90,92,255,255,857827420,3015896578,57,926,0,0,79.983908,79.342135,1424251253,1424251253,1.370483,1.353422,0.000604,0.000475,0.000129,0,0,,,,5,8,1,2,1,1,1,Benign,0
59.166.0.7,60906.0,149.171.126.5,53.0,udp,CON,0.001036,146,178,31,29,0,0,dns,563706.5625,687258.6875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424242693,1424242693,0.009,0.006,0.0,0.0,0.0,0,0,,,,5,3,2,5,4,1,2,Benign,0
149.171.126.10,47439.0,175.45.176.0,53.0,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424260794,1424260794,0.002,0.0,0.0,0.0,0.0,0,0,,,,43,43,37,37,37,19,43,Benign,0
149.171.126.18,47439.0,175.45.176.3,53.0,udp,INT,1e-06,264,0,60,0,0,0,dns,1056000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424233007,1424233007,0.001,0.0,0.0,0.0,0.0,0,0,,,,38,38,14,14,14,14,38,Benign,0
59.166.0.7,10038.0,149.171.126.5,44336.0,tcp,FIN,0.004842,4304,2456,31,29,7,7,-,6716233.0,3833126.75,18,18,255,255,2457346476,2460352982,239,136,0,0,13.072479,0.330898,1424232633,1424232633,0.266118,0.253824,0.000649,0.000524,0.000125,0,0,,,,3,6,4,4,1,1,3,Benign,0
59.166.0.9,27912.0,149.171.126.3,5190.0,tcp,FIN,0.006346,1470,1728,31,29,5,4,-,1769933.875,2023321.75,22,14,255,255,3535200216,1385928502,67,123,0,0,21.216684,0.792601,1424256243,1424256243,0.30219,0.432077,0.000652,0.000534,0.000118,0,0,,,,1,3,3,1,1,1,1,Benign,0
59.166.0.4,61086.0,149.171.126.9,32528.0,tcp,FIN,0.002811,320,1892,31,29,1,2,ftp-data,759871.9375,4712913.5,6,8,255,255,95346029,98945721,53,237,0,0,28.248792,0.545547,1424261105,1424261105,0.5014,0.333,0.000588,0.000476,0.000112,0,0,,,,3,3,5,6,1,1,7,Benign,0
59.166.0.7,1512.0,149.171.126.9,64314.0,tcp,FIN,0.024933,2958,33044,31,29,7,18,-,929531.1875,10390727.0,48,50,255,255,2876163996,756861189,62,661,0,0,36.346329,35.514906,1424221979,1424221979,0.523851,0.498102,0.000632,0.000516,0.000116,0,0,,,,1,3,2,2,1,1,3,Benign,0
59.166.0.1,57434.0,149.171.126.9,28130.0,tcp,FIN,0.146046,4222,61786,31,29,7,30,-,228092.5156,3338783.75,72,74,255,255,3458654042,1310279771,59,835,0,0,116.427044,113.010455,1421945069,1421945069,2.052169,1.970192,0.002425,0.002215,0.00021,0,0,0.0,0.0,0.0,20,9,4,7,3,3,3,Benign,0
175.45.176.3,1043.0,149.171.126.15,53.0,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424246359,1424246359,0.009,0.0,0.0,0.0,0.0,0,2,,,,17,17,1,1,1,1,17,Generic,1
59.166.0.1,7190.0,149.171.126.9,5190.0,tcp,FIN,0.008957,2158,2464,31,29,6,6,-,1847940.125,2109634.75,24,24,255,255,508563154,508871195,90,103,0,0,29.243128,0.622944,1424247584,1424247584,0.373609,0.343522,0.001164,0.001047,0.000117,0,0,,,,3,5,4,3,1,1,2,Benign,0
59.166.0.3,35878.0,149.171.126.8,6244.0,tcp,FIN,0.009871,2334,16528,31,29,7,12,-,1839732.5,13043460.0,36,38,255,255,96973460,2246854867,65,435,0,0,15.079647,14.352115,1424260368,1424260368,0.273114,0.252054,0.000671,0.000536,0.000135,0,0,,,,4,3,1,2,1,1,3,Benign,0
59.166.0.7,1511.0,149.171.126.3,53.0,udp,CON,0.001089,146,178,31,29,0,0,dns,536271.8125,653810.8125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424260061,1424260061,0.009,0.009,0.0,0.0,0.0,0,0,,,,2,6,4,4,2,1,2,Benign,0
59.166.0.7,10820.0,149.171.126.5,53.0,udp,CON,0.000972,146,178,31,29,0,0,dns,600823.0625,732510.3125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424243360,1424243360,0.009,0.004,0.0,0.0,0.0,0,0,,,,2,2,1,2,1,1,1,Benign,0
59.166.0.0,39748.0,149.171.126.7,47868.0,udp,CON,0.001708,528,304,31,29,0,0,-,1854801.0,1067915.75,4,4,0,0,0,0,132,76,0,0,0.623197,0.290627,1424237549,1424237549,0.446667,0.21,0.0,0.0,0.0,0,0,,,,3,3,3,3,1,1,3,Benign,0
59.166.0.6,53444.0,149.171.126.7,58124.0,udp,CON,0.035139,536,304,31,29,0,0,-,91522.24219,51908.14063,4,4,0,0,0,0,134,76,0,0,8.983085,10.824626,1424238420,1424238420,6.359,7.660667,0.0,0.0,0.0,0,0,,,,10,5,2,4,1,1,3,Benign,0
59.166.0.1,38183.0,149.171.126.5,9872.0,udp,CON,0.133159,536,304,31,29,0,0,-,24151.57813,13697.91016,4,4,0,0,0,0,134,76,0,0,9.431391,56.600125,1421952502,1421952502,6.679,40.027332,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4,6,6,4,1,1,3,Benign,0
59.166.0.8,51291.0,149.171.126.5,53.0,udp,CON,0.001019,130,162,31,29,0,0,dns,510304.25,635917.5625,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424226169,1424226169,0.008,0.007,0.0,0.0,0.0,0,0,,,,4,3,5,7,1,1,1,Benign,0
175.45.176.0,47439.0,149.171.126.10,53.0,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260688,1424260688,0.005,0.0,0.0,0.0,0.0,0,2,,,,33,33,16,16,16,16,33,Generic,1
59.166.0.1,49183.0,149.171.126.6,1026.0,tcp,FIN,0.099945,3718,48098,31,29,7,24,-,292881.0938,3787923.25,62,62,255,255,1611498879,1641206729,60,776,0,0,93.274354,2.438732,1421965299,1421965299,1.632672,1.629771,0.000642,0.000519,0.000123,0,0,0.0,0.0,0.0,10,4,2,5,1,1,1,Benign,0
59.166.0.4,51794.0,149.171.126.0,57987.0,tcp,FIN,0.008722,2230,13586,31,29,7,11,-,1985783.125,12115570.0,34,36,255,255,723283986,733244990,66,377,0,0,0.0,15.525758,1424241503,1424241503,0.271258,0.234114,0.000666,0.000525,0.000141,0,0,,,,3,5,3,2,1,1,1,Benign,0
149.171.126.18,47439.0,175.45.176.3,53.0,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424233617,1424233617,0.007,0.0,0.0,0.0,0.0,0,0,,,,49,49,49,49,49,25,49,Benign,0
175.45.176.1,0.0,149.171.126.12,0.0,unas,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930775,1421930775,0.007,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,10,9,3,7,2,2,3,Analysis,1
59.166.0.1,37758.0,149.171.126.0,25.0,tcp,FIN,1.100709,37316,3380,31,29,18,8,smtp,266003.0938,23984.54102,52,42,255,255,3625040181,3659049428,718,80,0,0,1571.065439,48.586086,1424230860,1424230861,21.575627,26.83483,0.000605,0.000477,0.000128,0,0,,,,1,1,5,1,1,1,3,Benign,0
59.166.0.2,64616.0,149.171.126.3,63312.0,tcp,FIN,0.00616,3768,2456,31,29,7,7,-,4622078.0,3012987.0,18,18,255,255,2360527616,214212460,209,136,0,0,18.328722,0.489964,1421956421,1421956421,0.343765,0.330647,0.00067,0.000535,0.000135,0,0,0.0,0.0,0.0,5,11,4,4,1,1,3,Benign,0
59.166.0.3,53673.0,149.171.126.3,53.0,udp,CON,0.001022,146,178,31,29,0,0,dns,571428.5625,696673.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424221714,1424221714,0.008,0.007,0.0,0.0,0.0,0,0,,,,3,3,1,4,2,1,2,Benign,0
59.166.0.7,48871.0,149.171.126.6,6881.0,tcp,FIN,9.410883,13662,548216,31,29,21,197,-,11565.33398,464963.8125,238,438,255,255,3460205877,1347544916,57,1252,0,0,16658.69535,12274.18647,1421938841,1421938851,39.706847,21.533897,0.000699,0.000563,0.000136,0,0,0.0,0.0,0.0,12,4,3,6,2,1,2,Benign,0
59.166.0.7,10808.0,149.171.126.0,9006.0,tcp,FIN,0.023895,3598,49642,31,29,7,24,-,1184850.375,16352208.0,60,62,255,255,540845115,545928534,60,801,0,0,21.131009,20.965076,1424235497,1424235497,0.399627,0.389183,0.00068,0.000541,0.000139,0,0,,,,8,3,3,4,1,1,1,Benign,0
59.166.0.0,44912.0,149.171.126.0,56243.0,tcp,FIN,0.222266,424,8824,31,29,1,4,ftp-data,13353.36914,291146.625,8,12,255,255,1505173009,3938632039,53,735,0,0,2164.74072,1722.942109,1421958989,1421958990,31.701714,20.150364,0.000759,0.000607,0.000152,0,0,0.0,0.0,0.0,3,3,5,4,1,1,3,Benign,0
59.166.0.0,42289.0,149.171.126.3,4414.0,tcp,FIN,0.12377,4238,61238,31,29,7,30,-,270178.5625,3904726.5,72,74,255,255,3271037768,3321209574,59,828,0,0,90.691073,89.559534,1424261898,1424261898,1.73862,1.687918,0.000673,0.000549,0.000124,0,0,,,,4,4,5,5,1,1,1,Benign,0
59.166.0.2,40621.0,149.171.126.9,13187.0,tcp,FIN,0.046707,4654,72060,31,29,7,33,-,787205.3125,12184383.0,80,78,255,255,1765483781,3911149017,58,924,0,0,35.329355,35.912383,1424235420,1424235420,0.586519,0.606618,0.000761,0.000599,0.000162,0,0,,,,6,1,2,2,1,1,2,Benign,0
59.166.0.9,8615.0,149.171.126.3,42320.0,tcp,FIN,0.168014,5174,85164,31,29,7,39,-,243646.3594,4011046.5,90,92,255,255,732044148,3003667389,57,926,0,0,100.256374,97.727629,1424251629,1424251629,1.905477,1.840978,0.000604,0.000482,0.000122,0,0,,,,3,1,1,2,1,1,2,Benign,0
59.166.0.7,24809.0,149.171.126.7,53.0,udp,CON,0.000926,130,162,31,29,0,0,-,561555.0625,699784.0,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421945481,1421945481,0.007,0.006,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4,15,13,2,2,2,2,Benign,0
59.166.0.4,1733.0,149.171.126.9,25.0,tcp,FIN,0.027595,37224,3380,31,29,18,8,smtp,10584236.0,956695.0625,52,42,255,255,1886603354,1887705349,716,80,0,0,28.357038,1.206276,1424247157,1424247157,0.556184,0.65639,0.000821,0.00068,0.000141,0,0,,,,1,1,5,4,1,1,1,Benign,0
59.166.0.7,5624.0,149.171.126.1,21.0,tcp,FIN,1.032718,2934,3742,31,29,11,15,ftp,22294.56836,28453.07422,52,54,255,255,2118520714,4269112816,56,69,0,0,1723.886034,58.995562,1421961911,1421961912,20.243118,19.47498,0.000674,0.000539,0.000135,0,0,0.0,1.0,1.0,1,1,3,1,1,1,1,Benign,0
175.45.176.2,57951.0,149.171.126.19,21.0,tcp,FIN,0.568362,664,682,254,252,3,4,ftp,8572.001953,8811.286133,12,12,255,255,2063481924,2820319757,55,57,0,0,2758.954514,63.834203,1424230537,1424230538,51.669271,49.832273,0.042986,0.019556,0.02343,0,1,,,,2,2,2,2,2,1,2,Benign,0
59.166.0.3,29887.0,149.171.126.1,28009.0,tcp,FIN,0.002887,320,1930,31,29,1,2,ftp-data,739868.375,4680291.0,6,8,255,255,3678433098,3686364825,53,241,0,0,28.612906,0.543727,1424228319,1424228319,0.5148,0.337714,0.000644,0.00052,0.000124,0,0,,,,2,2,2,2,1,1,2,Benign,0
149.171.126.15,47439.0,175.45.176.3,53.0,udp,INT,1e-06,264,0,60,0,0,0,dns,1056000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424248017,1424248017,0.001,0.0,0.0,0.0,0.0,0,0,,,,5,5,2,2,2,2,5,Benign,0
59.166.0.2,60312.0,149.171.126.4,37453.0,tcp,FIN,0.066012,4238,62840,31,29,7,30,-,506574.5313,7512694.5,72,74,255,255,2367212354,2367556770,59,849,0,0,61.176996,60.701767,1421957161,1421957162,0.924704,0.907028,0.000871,0.000696,0.000175,0,0,0.0,0.0,0.0,7,6,2,8,1,1,1,Benign,0
175.45.176.3,8381.0,149.171.126.16,25.0,tcp,FIN,1.684949,4937,1776,62,252,9,8,smtp,22467.14844,8014.48584,24,20,255,255,2665136672,1498633794,206,89,0,0,3804.671494,103.585477,1424255810,1424255812,73.258653,82.168266,0.167069,0.076604,0.090465,0,1,,,,1,1,1,1,1,1,1,Exploits,1
175.45.176.0,14578.0,149.171.126.10,179.0,tcp,FIN,0.506992,534,268,254,252,2,1,-,7589.86377,3534.572754,10,6,255,255,2662603870,18645663,53,45,0,0,3114.092501,128.071516,1421931496,1421931496,56.240889,80.070203,0.180092,0.106637,0.073455,0,1,0.0,0.0,0.0,5,2,2,3,2,1,2,Fuzzers,1
59.166.0.9,6561.0,149.171.126.7,4608.0,udp,CON,0.001599,536,304,31,29,0,0,-,2011257.125,1140713.0,4,4,0,0,0,0,134,76,0,0,0.571342,0.269645,1424222903,1424222903,0.407,0.193667,0.0,0.0,0.0,0,0,,,,4,7,6,3,1,1,4,Benign,0
59.166.0.6,10531.0,149.171.126.7,8517.0,tcp,FIN,0.028792,2646,25564,31,29,7,15,-,717699.375,6941650.5,42,44,255,255,2206999366,85351514,63,581,0,0,52.595441,51.698881,1424249892,1424249892,0.694366,0.673309,0.000639,0.000507,0.000132,0,0,,,,5,9,3,4,1,1,1,Benign,0
175.45.176.3,1043.0,149.171.126.18,53.0,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424233537,1424233537,0.003,0.0,0.0,0.0,0.0,0,2,,,,43,43,25,26,25,25,43,Generic,1
149.171.126.18,47439.0,175.45.176.1,53.0,udp,INT,9e-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424239330,1424239330,0.009,0.0,0.0,0.0,0.0,0,0,,,,22,22,13,13,13,13,22,Benign,0
59.166.0.8,57391.0,149.171.126.7,25419.0,udp,CON,0.001769,544,304,31,29,0,0,-,1845110.25,1031091.063,4,4,0,0,0,0,136,76,0,0,0.626732,0.316555,1424233843,1424233843,0.447667,0.228333,0.0,0.0,0.0,0,0,,,,6,5,4,3,1,1,3,Benign,0
59.166.0.4,38265.0,149.171.126.5,8692.0,tcp,FIN,0.18698,5486,94690,31,29,7,42,-,232281.5313,4010012.0,96,98,255,255,3014861684,3017570257,57,966,0,0,98.977265,98.357933,1424242488,1424242488,1.964916,1.942573,0.000619,0.00049,0.000129,0,0,,,,3,4,5,2,1,1,1,Benign,0
59.166.0.0,33627.0,149.171.126.0,24196.0,tcp,FIN,0.002747,320,1916,31,29,1,2,ftp-data,777575.5625,4883873.5,6,8,255,255,2765880881,625477122,53,240,0,0,27.301451,0.529336,1424256761,1424256761,0.4864,0.326857,0.00058,0.000456,0.000124,0,0,,,,3,3,12,7,1,1,5,Benign,0
59.166.0.0,8744.0,149.171.126.0,80.0,tcp,FIN,1.119245,1684,10168,31,29,3,5,http,11178.96387,68646.27344,14,18,255,255,2698910741,2704123949,120,565,1,3924,9124.466791,7988.568371,1424225687,1424225688,86.066228,65.806941,0.000651,0.000524,0.000127,0,0,1.0,,,1,2,3,3,1,1,2,Benign,0
59.166.0.1,43679.0,149.171.126.7,5190.0,tcp,FIN,0.092594,2062,2424,31,29,6,7,-,170810.2031,201395.3438,24,26,255,255,889981358,890274589,86,93,0,0,386.879528,0.0,1421943078,1421943079,4.01013,3.67972,0.000746,0.00059,0.000156,0,0,0.0,0.0,0.0,5,2,2,5,1,1,2,Benign,0
175.45.176.2,0.0,149.171.126.17,0.0,compaq-peer,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424258825,1424258825,0.009,0.0,0.0,0.0,0.0,0,2,,,,7,7,3,4,3,3,8,DoS,1
59.166.0.2,14075.0,149.171.126.4,11794.0,tcp,FIN,0.162758,4862,82278,31,29,7,36,-,236178.875,3997198.5,84,86,255,255,1267708109,1290883387,58,957,0,0,100.28909,98.479762,1424254511,1424254511,2.005519,1.908518,0.000666,0.000528,0.000138,0,0,,,,3,3,2,3,1,1,1,Benign,0
175.45.176.1,47439.0,149.171.126.18,53.0,udp,INT,3.7e-05,114,0,254,0,0,0,dns,12324324.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424238125,1424238125,0.037,0.0,0.0,0.0,0.0,0,2,,,,43,43,43,43,43,19,43,Generic,1
59.166.0.0,49637.0,149.171.126.7,80.0,tcp,FIN,1.03608,1580,10168,31,29,3,5,http,11188.3252,74156.4375,12,18,255,255,2667644783,523323203,132,565,1,3924,9665.554557,7783.893714,1421928800,1421928801,94.155179,60.912295,0.000732,0.000567,0.000165,0,0,1.0,0.0,0.0,3,3,3,4,1,1,1,Benign,0
59.166.0.9,13020.0,149.171.126.4,14063.0,tcp,FIN,0.710467,424,8824,31,29,1,4,ftp-data,4177.53418,91083.75781,8,12,255,255,2918886824,1200121579,53,735,0,0,6532.575888,5200.886656,1421944571,1421944572,101.448002,64.54282,0.000623,0.000492,0.000131,0,0,0.0,0.0,0.0,3,4,3,5,1,1,2,Benign,0
59.166.0.3,37560.0,149.171.126.8,35585.0,tcp,FIN,0.033944,4238,65628,31,29,7,30,-,985152.0,15258544.0,72,74,255,255,1673771231,3839867625,59,887,0,0,25.333629,25.384979,1421970722,1421970722,0.47169,0.457397,0.000732,0.000551,0.000181,0,0,0.0,0.0,0.0,3,4,1,6,1,1,1,Benign,0
149.171.126.14,47439.0,175.45.176.1,53.0,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424254695,1424254695,0.007,0.0,0.0,0.0,0.0,0,0,,,,17,17,17,17,17,17,17,Benign,0
